cardFull;artist;scarcity;serial;priceETH;priceEUR;date
kerchak-season-1-common;Kerchak;Common;376;0,01;11,724;03/10/2022 18:21:15
deen-burbigo-season-1-platinium;Deen Burbigo;Platinium;290;0,07;82,071;03/10/2022 11:43:14
kerchak-season-1-common;Kerchak;Common;360;0,01;11,724;02/10/2022 21:21:15
jewel-usain-season-1-common;Jewel Usain;Common;391;0,002;2,814;02/10/2022 18:19:17
lycos-season-1-common;Lycos;Common;361;0,002;2,814;02/10/2022 18:19:16
skuna-season-1-common;Skuna;Common;495;0,002;2,638;02/10/2022 18:19:16
moji-x-sboy-season-1-common;Moji x Sboy;Common;382;0,003;2,931;02/10/2022 18:19:15
kerchak-season-1-common;Kerchak;Common;425;0,01;11,959;02/10/2022 17:25:16
di-meh-season-1-common;Di-Meh;Common;484;0,003;3,4;02/10/2022 17:00:14
lycos-season-1-common;Lycos;Common;467;0,003;3,517;02/10/2022 14:56:15
skuna-season-1-common;Skuna;Common;500;0,003;3,048;02/10/2022 14:56:14
kerchak-season-1-common;Kerchak;Common;300;0,012;14,069;01/10/2022 21:22:14
flem-season-1-common;Flem;Common;448;0,007;7,621;01/10/2022 12:13:23
sheldon-season-1-common;Sheldon;Common;385;0,004;4,573;01/10/2022 12:13:22
skuna-season-1-common;Skuna;Common;355;0,002;2,579;01/10/2022 12:13:21
caballero-season-1-common;Caballero;Common;400;0,02;23,449;01/10/2022 02:14:14
thahomey-season-1-common;thaHomey;Common;363;0,002;2,462;30/09/2022 21:17:20
kerchak-season-1-common;Kerchak;Common;280;0,013;15,242;30/09/2022 17:12:15
kerchak-season-1-common;Kerchak;Common;340;0,013;15,242;30/09/2022 14:09:14
moji-x-sboy-season-1-common;Moji x Sboy;Common;321;0,013;15,242;30/09/2022 10:24:14
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;479;0,006;7,035;30/09/2022 10:16:18
spider-zed-season-1-common;Spider Zed;Common;467;0,003;3,611;30/09/2022 09:51:18
benjamin-epps-season-1-common;Benjamin Epps;Common;334;0,014;15,828;30/09/2022 09:15:19
jwles-season-1-common;Jwles;Common;371;0,005;5,862;30/09/2022 09:15:15
sheldon-season-1-common;Sheldon;Common;279;0,004;4,325;30/09/2022 07:14:15
8ruki-season-1-common;8ruki;Common;465;0,005;5,862;30/09/2022 02:02:20
jwles-season-1-common;Jwles;Common;483;0,004;4,104;30/09/2022 01:38:21
spider-zed-season-1-common;Spider Zed;Common;465;0,004;5,159;30/09/2022 00:49:26
jeanjass-season-1-common;JeanJass;Common;350;0,007;8,09;29/09/2022 23:51:18
jwles-season-1-common;Jwles;Common;481;0,003;2,931;29/09/2022 23:40:24
jmks-season-1-common;JMK$;Common;260;0,003;3,635;29/09/2022 23:20:14
youv-dee-season-1-common;Youv Dee;Common;355;0,008;9,38;29/09/2022 20:10:16
jwles-season-1-common;Jwles;Common;347;0,005;5,862;29/09/2022 20:10:15
rowjay-season-1-common;Rowjay;Common;480;0,004;4,69;29/09/2022 20:10:15
moji-x-sboy-season-1-common;Moji x Sboy;Common;287;0,004;4,69;29/09/2022 20:10:15
skuna-season-1-common;Skuna;Common;405;0,004;4,69;29/09/2022 17:30:14
deen-burbigo-season-1-common;Deen Burbigo;Common;328;0,014;16,414;29/09/2022 16:33:22
lycos-season-1-common;Lycos;Common;484;0,004;4,672;29/09/2022 14:54:15
azur-season-1-common;Azur;Common;375;0,005;5,862;29/09/2022 13:35:18
lycos-season-1-common;Lycos;Common;287;0,006;7,035;29/09/2022 13:35:16
lycos-season-1-common;Lycos;Common;319;0,005;5,276;29/09/2022 13:08:17
di-meh-season-1-common;Di-Meh;Common;339;0,004;4,69;29/09/2022 13:08:16
flem-season-1-common;Flem;Common;488;0,007;8,207;29/09/2022 12:04:14
moji-x-sboy-season-1-common;Moji x Sboy;Common;263;0,004;4,69;29/09/2022 11:42:19
skuna-season-1-common;Skuna;Common;331;0,005;5,862;29/09/2022 11:42:19
slimka-season-1-common;Slimka;Common;414;0,004;4,69;29/09/2022 11:42:18
jeanjass-season-1-common;JeanJass;Common;331;0,007;8,207;29/09/2022 11:42:16
skuna-season-1-common;Skuna;Common;263;0,005;5,862;29/09/2022 11:42:16
youv-dee-season-1-common;Youv Dee;Common;454;0,007;8,207;29/09/2022 08:41:15
flem-season-1-common;Flem;Common;464;0,009;10,552;29/09/2022 05:39:15
sheldon-season-1-common;Sheldon;Common;398;0,006;7,035;29/09/2022 05:39:14
mahdi-ba-season-1-common;Mahdi Ba;Common;301;0,007;8,09;29/09/2022 04:29:16
youv-dee-season-1-common;Youv Dee;Common;384;0,006;6,917;29/09/2022 04:29:14
jewel-usain-season-1-common;Jewel Usain;Common;342;0,004;4,69;29/09/2022 03:22:17
spider-zed-season-1-common;Spider Zed;Common;473;0,005;5,862;29/09/2022 03:22:15
zuukou-mayzie-season-1-platinium;Zuukou Mayzie;Platinium;335;0,1;117,244;29/09/2022 03:22:14
lycos-season-1-common;Lycos;Common;370;0,008;9,38;29/09/2022 02:16:15
le-reglement-season-1-common;Le Règlement;Common;349;0,013;14,773;29/09/2022 01:19:17
azur-season-1-common;Azur;Common;493;0,004;4,174;28/09/2022 23:26:19
moji-x-sboy-season-1-common;Moji x Sboy;Common;366;0,006;6,917;28/09/2022 23:26:18
so-la-lune-season-1-common;So La Lune;Common;384;0,011;12,721;28/09/2022 23:26:16
sheldon-season-1-common;Sheldon;Common;305;0,006;6,8;28/09/2022 22:54:22
slimka-season-1-common;Slimka;Common;491;0,005;5,862;28/09/2022 22:35:20
deen-burbigo-season-1-common;Deen Burbigo;Common;489;0,012;14,069;28/09/2022 22:35:19
jwles-season-1-common;Jwles;Common;423;0,007;7,621;28/09/2022 22:35:18
di-meh-season-1-common;Di-Meh;Common;491;0,008;8,911;28/09/2022 22:35:17
moji-x-sboy-season-1-common;Moji x Sboy;Common;278;0,004;4,573;28/09/2022 22:35:15
youv-dee-season-1-common;Youv Dee;Common;368;0,008;9,028;28/09/2022 22:35:14
lycos-season-1-common;Lycos;Common;284;0,005;5,862;28/09/2022 21:22:21
di-meh-season-1-common;Di-Meh;Common;470;0,004;4,69;28/09/2022 21:22:21
jeanjass-season-1-common;JeanJass;Common;306;0,006;7,035;28/09/2022 21:22:15
jewel-usain-season-1-common;Jewel Usain;Common;499;0,005;5,745;28/09/2022 20:20:17
rowjay-season-1-common;Rowjay;Common;468;0,003;3,986;28/09/2022 19:28:22
so-la-lune-season-1-common;So La Lune;Common;472;0,012;14,069;28/09/2022 19:12:20
le-reglement-season-1-common;Le Règlement;Common;432;0,013;14,773;28/09/2022 19:12:20
winnterzuko-season-1-common;Winnterzuko;Common;335;0,013;15,464;28/09/2022 19:12:19
jmks-season-1-common;JMK$;Common;369;0,004;4,69;28/09/2022 18:18:19
jeanjass-season-1-common;JeanJass;Common;454;0,01;11,724;28/09/2022 18:18:18
jeanjass-season-1-common;JeanJass;Common;454;0,01;11,724;28/09/2022 18:17:20
deen-burbigo-season-1-platinium;Deen Burbigo;Platinium;305;0,12;140,693;28/09/2022 17:26:22
zinee-season-1-common;Zinée;Common;328;0,007;8,207;28/09/2022 16:39:15
jwles-season-1-common;Jwles;Common;262;0,006;6,683;28/09/2022 16:39:14
slimka-season-1-common;Slimka;Common;484;0,007;7,621;28/09/2022 13:53:21
thahomey-season-1-common;thaHomey;Common;341;0,006;7,035;28/09/2022 13:53:20
le-reglement-season-1-common;Le Règlement;Common;485;0,017;20,4;28/09/2022 12:24:15
livai-season-1-common;Livaï;Common;480;0,005;6,097;28/09/2022 08:32:19
le-reglement-season-1-common;Le Règlement;Common;286;0,015;17,587;28/09/2022 08:32:14
jwles-season-1-common;Jwles;Common;496;0,003;3,517;28/09/2022 07:40:14
jwles-season-1-common;Jwles;Common;262;0,005;5,276;28/09/2022 02:03:14
livai-season-1-common;Livaï;Common;482;0,005;5,745;28/09/2022 00:40:16
di-meh-season-1-common;Di-Meh;Common;345;0,006;7,035;27/09/2022 23:45:20
moji-x-sboy-season-1-common;Moji x Sboy;Common;317;0,006;7,257;27/09/2022 22:04:24
sheldon-season-1-common;Sheldon;Common;339;0,005;5,85;27/09/2022 21:34:28
winnterzuko-season-1-common;Winnterzuko;Common;359;0,015;17,704;27/09/2022 21:34:27
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;364;0,015;17,587;27/09/2022 21:34:22
so-la-lune-season-1-common;So La Lune;Common;364;0,004;4,924;27/09/2022 21:34:16
jwles-season-1-common;Jwles;Common;337;0,004;4,69;27/09/2022 21:34:14
spider-zed-season-1-common;Spider Zed;Common;310;0,004;4,69;27/09/2022 20:32:16
azur-season-1-common;Azur;Common;337;0,003;3,517;27/09/2022 20:32:15
azur-season-1-common;Azur;Common;491;0,003;3,4;27/09/2022 18:37:18
youv-dee-season-1-common;Youv Dee;Common;369;0,01;11,724;27/09/2022 18:37:17
so-la-lune-season-1-common;So La Lune;Common;345;0,011;12,897;27/09/2022 18:37:16
le-reglement-season-1-common;Le Règlement;Common;389;0,017;20,4;27/09/2022 17:47:25
spider-zed-season-1-common;Spider Zed;Common;416;0,007;8,207;27/09/2022 17:47:23
flem-season-1-common;Flem;Common;455;0,008;9,38;27/09/2022 17:47:22
rowjay-season-1-common;Rowjay;Common;378;0,01;11,724;27/09/2022 17:47:20
caballero-season-1-common;Caballero;Common;383;0,01;11,724;27/09/2022 17:47:15
flem-season-1-common;Flem;Common;298;0,01;11,724;27/09/2022 17:04:23
jeanjass-season-1-common;JeanJass;Common;305;0,01;11,724;27/09/2022 17:04:19
sheldon-season-1-common;Sheldon;Common;260;0,011;12,897;27/09/2022 16:17:15
youv-dee-season-1-common;Youv Dee;Common;381;0,008;9,38;27/09/2022 15:30:15
le-reglement-season-1-common;Le Règlement;Common;336;0,014;16,062;27/09/2022 14:14:15
lycos-season-1-common;Lycos;Common;387;0,005;5,862;27/09/2022 13:28:18
livai-season-1-common;Livaï;Common;368;0,006;7,035;27/09/2022 13:28:18
thahomey-season-1-common;thaHomey;Common;277;0,007;8,207;27/09/2022 12:39:17
lycos-season-1-common;Lycos;Common;328;0,007;8,559;27/09/2022 04:44:14
jewel-usain-season-1-common;Jewel Usain;Common;251;0,006;7,035;27/09/2022 01:25:20
slimka-season-1-common;Slimka;Common;317;0,01;11,724;27/09/2022 01:25:18
livai-season-1-common;Livaï;Common;499;0,007;8,207;26/09/2022 23:52:22
jmks-season-1-common;JMK$;Common;292;0,005;6,097;26/09/2022 22:54:19
slimka-season-1-common;Slimka;Common;487;0,005;5,862;26/09/2022 22:09:21
di-meh-season-1-common;Di-Meh;Common;473;0,006;7,035;26/09/2022 22:09:17
zinee-season-1-common;Zinée;Common;457;0,005;5,276;26/09/2022 21:40:20
deen-burbigo-season-1-common;Deen Burbigo;Common;481;0,005;5,862;26/09/2022 21:40:16
livai-season-1-common;Livaï;Common;321;0,006;6,448;26/09/2022 21:30:21
thahomey-season-1-common;thaHomey;Common;332;0,005;5,862;26/09/2022 21:30:19
caballero-season-1-common;Caballero;Common;329;0,015;17,587;26/09/2022 21:30:17
spider-zed-season-1-common;Spider Zed;Common;372;0,01;11,724;26/09/2022 19:44:17
youv-dee-season-1-platinium;Youv Dee;Platinium;325;0,1;117,244;26/09/2022 11:04:15
doums-season-1-common;Doums;Common;818;0,003;3,635;27/11/2022 22:58:17
bigflo-season-1-common;Bigflo;Common;639;0,005;5,393;27/11/2022 22:02:13
bigflo-season-1-common;Bigflo;Common;668;0,005;5,393;27/11/2022 21:49:18
jeanjass-season-1-halloween;JeanJass;Halloween;898;0,004;4,69;27/11/2022 21:17:17
lycos-season-1-common;Lycos;Common;893;0,003;3,517;27/11/2022 21:00:15
youv-dee-season-1-halloween;Youv Dee;Halloween;625;0,002;2,345;27/11/2022 20:18:14
bigflo-season-1-common;Bigflo;Common;586;0,004;4,748;27/11/2022 19:48:09
so-la-lune-season-1-common;So La Lune;Common;910;0,009;10,552;27/11/2022 19:25:14
kerchak-season-1-common;Kerchak;Common;759;0,004;5,02;27/11/2022 19:22:13
bigflo-season-1-common;Bigflo;Common;579;0,005;6,097;27/11/2022 17:18:15
thahomey-season-1-common;thaHomey;Common;771;0,003;3,517;27/11/2022 16:12:13
so-la-lune-season-1-common;So La Lune;Common;982;0,003;3,189;27/11/2022 15:05:13
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;906;0,003;3,048;27/11/2022 13:10:13
bigflo-season-1-common;Bigflo;Common;823;0,005;5,393;27/11/2022 12:20:13
kerchak-season-1-common;Kerchak;Common;933;0,004;4,924;27/11/2022 09:39:14
bigflo-season-1-common;Bigflo;Common;866;0,005;5,745;27/11/2022 08:12:13
bigflo-season-1-common;Bigflo;Common;771;0,004;5,041;27/11/2022 02:49:13
bigflo-season-1-common;Bigflo;Common;526;0,004;5,041;27/11/2022 02:44:14
le-reglement-season-1-common;Le Règlement;Common;894;0,005;5,862;27/11/2022 01:27:13
doums-season-1-common;Doums;Common;769;0,003;3,4;27/11/2022 01:21:13
doums-season-1-common;Doums;Common;750;0,003;3,869;27/11/2022 00:55:13
youv-dee-season-1-halloween;Youv Dee;Halloween;792;0,003;3,048;27/11/2022 00:38:13
azur-season-1-common;Azur;Common;696;0,006;6,448;26/11/2022 23:31:13
zinee-season-1-halloween;Zinée;Halloween;605;0,003;3,048;26/11/2022 22:23:14
jeanjass-season-1-halloween;JeanJass;Halloween;940;0,004;4,514;26/11/2022 21:54:14
benjamin-epps-season-1-common;Benjamin Epps;Common;609;0,009;9,966;26/11/2022 21:36:15
deen-burbigo-season-1-common;Deen Burbigo;Common;802;0,008;9,028;26/11/2022 21:32:13
kerchak-season-1-common;Kerchak;Common;965;0,003;3,869;26/11/2022 21:03:14
jeanjass-season-1-halloween;JeanJass;Halloween;541;0,006;7,035;26/11/2022 20:54:23
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;938;0,003;3,166;26/11/2022 20:35:39
bigflo-season-1-common;Bigflo;Common;514;0,005;6,097;26/11/2022 20:32:15
kerchak-season-1-common;Kerchak;Common;971;0,003;3,517;26/11/2022 20:30:27
kerchak-season-1-common;Kerchak;Common;815;0,003;3,857;26/11/2022 20:25:23
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;567;0,004;4,104;26/11/2022 20:25:15
kerchak-season-1-common;Kerchak;Common;939;0,003;3,4;26/11/2022 20:06:15
kerchak-season-1-common;Kerchak;Common;780;0,003;3,857;26/11/2022 19:46:17
slimka-season-1-common;Slimka;Common;807;0,002;2,579;26/11/2022 19:18:14
lycos-season-1-common;Lycos;Common;790;0,003;3,752;26/11/2022 19:13:14
spider-zed-season-1-common;Spider Zed;Common;773;0,004;4,573;26/11/2022 19:01:15
jwles-season-1-common;Jwles;Common;794;0,003;3,4;26/11/2022 17:25:17
flem-season-1-common;Flem;Common;920;0,005;5,862;26/11/2022 17:19:15
kerchak-season-1-common;Kerchak;Common;803;0,004;4,221;26/11/2022 17:11:14
spider-zed-season-1-common;Spider Zed;Common;552;0,004;4,983;26/11/2022 17:05:15
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;511;0,006;7,035;26/11/2022 16:51:15
jeanjass-season-1-halloween;JeanJass;Halloween;884;0,005;5,276;26/11/2022 15:56:13
le-reglement-season-1-halloween;Le Règlement;Halloween;792;0,004;4,455;26/11/2022 14:20:12
bigflo-season-1-common;Bigflo;Common;509;0,005;5,991;26/11/2022 14:18:19
zinee-season-1-halloween;Zinée;Halloween;693;0,005;5,862;26/11/2022 13:44:17
kerchak-season-1-common;Kerchak;Common;860;0,005;5,276;26/11/2022 13:30:14
flem-season-1-common;Flem;Common;835;0,003;3,517;26/11/2022 13:20:08
doums-season-1-common;Doums;Common;867;0,004;4,69;26/11/2022 11:10:18
di-meh-season-1-common;Di-Meh;Common;578;0,006;6,742;26/11/2022 10:12:14
so-la-lune-season-1-common;So La Lune;Common;768;0,003;3,4;26/11/2022 10:06:17
slimka-season-1-common;Slimka;Common;591;0,006;7,035;26/11/2022 09:59:16
doums-season-1-common;Doums;Common;1000;0,003;3,869;26/11/2022 09:59:13
azur-season-1-common;Azur;Common;755;0,002;2,11;26/11/2022 09:56:14
thahomey-season-1-common;thaHomey;Common;771;0,003;3,517;26/11/2022 09:31:26
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;506;0,006;7,035;26/11/2022 09:24:14
slimka-season-1-common;Slimka;Common;831;0,002;1,935;26/11/2022 09:16:15
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;669;0,009;10,2;26/11/2022 09:07:15
jeanjass-season-1-halloween;JeanJass;Halloween;953;0,005;6,402;26/11/2022 08:40:15
benjamin-epps-season-1-common;Benjamin Epps;Common;836;0,008;8,793;26/11/2022 08:32:14
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;955;0,008;9,145;26/11/2022 08:13:15
winnterzuko-season-1-common;Winnterzuko;Common;870;0,01;11,49;26/11/2022 08:07:14
doums-season-1-common;Doums;Common;910;0,003;3,4;26/11/2022 08:05:13
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;644;0,003;2,931;26/11/2022 08:01:18
bigflo-season-1-common;Bigflo;Common;667;0,004;5,041;26/11/2022 07:36:14
bigflo-season-1-common;Bigflo;Common;688;0,005;5,393;26/11/2022 05:45:26
le-reglement-season-1-halloween;Le Règlement;Halloween;813;0,004;4,573;26/11/2022 03:01:14
doums-season-1-common;Doums;Common;903;0,003;3,4;26/11/2022 02:41:14
sheldon-season-1-common;Sheldon;Common;860;0,003;3,447;26/11/2022 02:38:13
doums-season-1-common;Doums;Common;753;0,003;3,166;26/11/2022 02:34:16
jeanjass-season-1-halloween;JeanJass;Halloween;783;0,004;4,678;26/11/2022 01:21:13
bigflo-season-1-common;Bigflo;Common;652;0,004;4,69;26/11/2022 01:20:14
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;699;0,005;5,862;26/11/2022 00:41:14
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;960;0,004;4,104;25/11/2022 23:54:14
bigflo-season-1-common;Bigflo;Common;560;0,007;8,09;25/11/2022 23:16:14
flem-season-1-common;Flem;Common;888;0,014;16,414;25/11/2022 22:21:28
winnterzuko-season-1-halloween;Winnterzuko;Halloween;730;0,005;5,862;25/11/2022 22:12:26
doums-season-1-common;Doums;Common;973;0,003;3,986;25/11/2022 21:56:29
youv-dee-season-1-halloween;Youv Dee;Halloween;635;0,004;4,69;25/11/2022 21:19:13
zinee-season-1-halloween;Zinée;Halloween;771;0,003;3,283;25/11/2022 21:14:30
winnterzuko-season-1-halloween;Winnterzuko;Halloween;765;0,004;4,678;25/11/2022 18:01:13
winnterzuko-season-1-halloween;Winnterzuko;Halloween;717;0,006;6,917;25/11/2022 10:23:13
flem-season-1-common;Flem;Common;643;0,004;4,69;25/11/2022 08:44:14
rowjay-season-1-common;Rowjay;Common;515;0,005;5,862;25/11/2022 00:07:14
caballero-season-1-halloween;Caballero;Halloween;695;0,003;3,048;24/11/2022 19:06:12
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;684;0,008;9,028;24/11/2022 16:40:14
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;773;0,002;2,462;24/11/2022 13:14:13
jeanjass-season-1-halloween;JeanJass;Halloween;958;0,005;5,861;24/11/2022 12:11:19
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;740;0,007;7,738;24/11/2022 12:05:14
youv-dee-season-1-halloween;Youv Dee;Halloween;569;0,004;4,69;24/11/2022 11:47:19
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;553;0,008;9,673;24/11/2022 11:40:13
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;582;0,003;3,283;24/11/2022 11:23:13
youv-dee-season-1-halloween;Youv Dee;Halloween;845;0,003;3,166;23/11/2022 23:39:13
le-reglement-season-1-halloween;Le Règlement;Halloween;873;0,005;5,862;23/11/2022 18:27:13
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;539;0,002;1,759;23/11/2022 18:25:13
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;993;0,006;7,386;23/11/2022 18:23:14
jwles-season-1-common;Jwles;Common;596;0,004;4,221;23/11/2022 17:42:13
jewel-usain-season-1-common;Jewel Usain;Common;628;0,003;3,517;23/11/2022 14:15:14
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;579;0,005;5,862;23/11/2022 12:00:14
winnterzuko-season-1-halloween;Winnterzuko;Halloween;614;0,004;4,69;23/11/2022 09:36:14
caballero-season-1-halloween;Caballero;Halloween;958;0,004;4,69;22/11/2022 22:47:20
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;778;0,002;2,814;22/11/2022 18:42:14
youv-dee-season-1-halloween;Youv Dee;Halloween;616;0,008;9,848;22/11/2022 17:46:13
moji-x-sboy-season-1-common;Moji x Sboy;Common;532;0,007;8,207;22/11/2022 17:00:17
zinee-season-1-halloween;Zinée;Halloween;815;0,003;3,869;22/11/2022 16:52:14
moji-x-sboy-season-1-common;Moji x Sboy;Common;575;0,006;7,035;22/11/2022 16:34:12
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;909;0,004;4,455;22/11/2022 15:14:13
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;727;0,005;5,862;22/11/2022 12:12:14
jmks-season-1-common;JMK$;Common;949;0,006;6,906;22/11/2022 11:08:14
rowjay-season-1-common;Rowjay;Common;749;0,004;5,065;22/11/2022 11:05:13
azur-season-1-common;Azur;Common;766;0,003;3,517;22/11/2022 10:33:14
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;785;0,007;8,207;22/11/2022 08:47:18
doums-season-1-common;Doums;Common;542;0,009;10,552;22/11/2022 00:42:13
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;895;0,004;4,221;22/11/2022 00:31:14
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;727;0,004;4,69;21/11/2022 23:50:13
jewel-usain-season-1-common;Jewel Usain;Common;628;0,002;2,919;21/11/2022 23:41:13
so-la-lune-season-1-common;So La Lune;Common;769;0,005;5,979;21/11/2022 22:22:14
kerchak-season-1-common;Kerchak;Common;654;0,01;11,724;21/11/2022 20:08:13
zinee-season-1-halloween;Zinée;Halloween;966;0,004;4,104;21/11/2022 10:53:14
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;592;0,003;2,99;21/11/2022 10:27:14
zinee-season-1-halloween;Zinée;Halloween;848;0,004;5,159;21/11/2022 10:21:14
so-la-lune-season-1-common;So La Lune;Common;921;0,005;6,097;20/11/2022 22:11:15
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;879;0,004;4,69;20/11/2022 22:06:14
winnterzuko-season-1-halloween;Winnterzuko;Halloween;803;0,004;4,69;20/11/2022 21:33:14
youv-dee-season-1-halloween;Youv Dee;Halloween;812;0,003;3,283;20/11/2022 21:30:14
winnterzuko-season-1-halloween;Winnterzuko;Halloween;576;0,004;4,69;20/11/2022 21:28:16
doums-season-1-common;Doums;Common;597;0,009;10,552;20/11/2022 19:23:22
winnterzuko-season-1-halloween;Winnterzuko;Halloween;717;0,005;5,745;20/11/2022 17:06:21
benjamin-epps-season-1-common;Benjamin Epps;Common;900;0,003;3,107;19/11/2022 13:46:15
youv-dee-season-1-halloween;Youv Dee;Halloween;644;0,007;8,09;19/11/2022 13:25:13
